GrantNumber,OutputId,Event,Date,Place,TargetGroup,Type,Url
177322,3236D0C0-B68D-466C-93C4-47C644BB038A,Stakeholder Meeting - Karadiyana Waste Dump and Resource Centre - Sri Lanka,2020-05-06,"Colombo, Sri Lanka",Industry / private companies,Self-organised,nan
177322,36986005-3683-4D3A-84A0-128B336B597D,Stakeholder Meeting Provocial Waste Management Authority- Sri Lanka,2019-07-17,"Colombo, Sri Lanka",Other administration / public sector,Self-organised,nan
177322,B570747E-4ED5-403E-85D0-8B419927C7DC,"Stakeholder Meeting (regional, local level) - Sri Lanka",2019-03-19,"Dehiwala Mt Lavinia, Sri Lanka",Other administration / public sector,Self-organised,nan
177322,927F9430-B9ED-4451-87A3-8E5377C57FF8,Stakeholder Meeting India -II,2019-06-12,"Trivandrum, India",Other administration / public sector,Self-organised,nan
177322,B13AD1AC-3922-4088-8501-8F14AE024386,Stakeholder Meeting Focus Group Discussion - Nepal III,2019-03-28,"Kathmandu, Teku , Nepal",Industry / private companies,Self-organised,nan
123381,34881FAE-DEC4-4B98-8CC2-3EA58F46580B,"Wie Du mir, so ich Dir — Durchsetzung sozialer Normen",2013-03-13,Brain Fair Zürich,Other,nan,nan
123381,919925A7-E8EA-42AD-8547-2A214F547357,Versuchungen widerstehen,2013-03-12,Brain Fair Kantonsspital Aarau,Other,nan,nan
123381,ABF5E0B6-6A6C-4906-BF73-9F09EAA605A6,Versuchungen widerstehen – was hat unser Gehirn damit zu tun?,2011-11-22,Universität Zürich Volkshochschule,Education,nan,nan
123381,B07BB672-7FC4-4EEF-BE9E-735185CFA303,Seniorenuniversität,2012-03-19,Universität Basel,Other,nan,nan
123381,6DC99E57-D27B-4A00-97A2-B122458E8A2D,Soziale Neurowissenschaft,2013-07-06,Weiterbildung Universität Zürich Master of Advanced Studies Neuropsychologie,Education,nan,nan
150690,819DDE5D-2A8F-498D-A438-1201F6D85A6F,100 Ways of Thinking,2018-11-04,"Kunsthalle Zürich, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",http://kunsthallezurich.ch/en/100-ways-thinking
163370,13A966FB-2CE8-4458-9D85-8D59B82E0E53,Cardio-what-cular,2018-01-15,"Goettingen, Germany",Other administration / public sector,Talk,nan
138309,C7D395C9-F6D3-4DAD-998F-115C36542089,Optical Imaging,2013-01-21,"Kladno, Chez Republic, Czech Republic",Other administration / public sector,nan,nan
138309,E0BC611E-0E88-49DD-AF1C-7447A3F95D80,Molecular Imaging,2012-10-16,"Boston, Harvard Medical School, United States of America",Other administration / public sector,nan,nan
157455,0791E3B3-14C8-447D-B632-6C378655D7F6,Seminar Entomologische Gesellschaft Zürich,2015-03-27,"Zürich, Switzerland",Other foundations / NGOs,Talk,nan
157455,80B57117-8F65-4E99-B101-66DF3DA477FC,Seminar Zoologische Gesellschaft Zürich,2015-09-28,"Zürich, Switzerland",Other foundations / NGOs,Talk,nan
125419,AC796E27-4CCC-43CF-983F-AECC1FEAAD4B,ZNZ Symposium 2011,2011-09-16,Zürich,Education,nan,nan
119204,96E1DFDD-34C8-47AC-9FAB-A3A92B5793DB,"WIRM, World Immun-regulation meeting, Davos, Switzerland",2011-03-23,"Davos, Switzerland",Education,nan,nan
119204,1C5AA046-EC53-495E-82A2-69D594401CDD,Wolfsberg Immunology Student Meeting,2011-03-30,"Ermatingen, Switzerland",Education,nan,nan
144560,FC573985-E6A5-4BCA-91E6-F3241DD631E8,Woher kommen die Farben,2013-10-24,"Zürich, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
144918,B4D44617-CE53-4CA5-BBFC-CFE5293E72B1,Basel Treg meeting,2013-09-27,"Basel, Switzerland",Other administration / public sector,Talk,nan
163756,B2071638-39F7-4746-9ED6-9CB8763488AE,Ronde table discussion on Langage and Communication sciences,2019-09-04,"Geneba, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",https://lang-com.unige.ch/actualites/langage-et-communication-enjeux-et-impacts-societaux/
144689,A89960C5-D7EC-4599-AE5F-224E20BF0911,Global Systems Science Conference,2014-10-08,"Brussels, EC premises, Belgium",Other administration / public sector,Talk,nan
144689,9AFE9BC7-D4F4-4F6B-8224-621880CDB7D8,IMF conference - Interconnectedness,2014-05-08,"Washington, IMF premises, United States of America",Other administration / public sector,Talk,nan
144689,9AA63B2B-1844-45AF-9D6E-755358AB88AD,List of talks,2017-10-08,"See list, Switzerland",Other administration / public sector,Talk,http://www.bf.uzh.ch/cms/en/battiston.stefano.html
183709,CE2A54FC-F8EE-4CFF-A0CB-836E95633E36,Auslandstreffen Alpenländer der Studienstiftung des Deutschen Volkes,2021-09-11,"Bern, Switzerland",Other foundations / NGOs,Workshop,nan
150620,4FB43B18-28F5-4C1A-B476-A9650159E23D,Swiss Venture Kick-off event,2018-01-31,"Zurich, Switzerland",Industry / private companies,Talk,nan
150620,4FFD1A18-7DB7-4C54-A4A0-CCA9120D4981,Jahresanlass Hochschulmedizin Zurich,2015-11-27,"Zurich, Switzerland",Other administration / public sector,Talk,http://www.hochschulmedizin.uzh.ch/
144695,109B718B-6945-427D-9D90-EF23CE92D0CE,2D NEMS - A new paradigm,2016-04-29,"Lausanne, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
144695,100EE967-59B8-4C9B-956D-3A02FCE8CB6F,Advanced NEMS lab,2017-03-25,"Lausanne, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
144695,65B11819-1FCD-479E-8E52-BFB50D39CEE9,2D NEMS - A new paradigm,2016-09-14,"Lausanne, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
144695,8B64B180-334B-4380-9959-A68EDAA75A81,Piezoelectric NEMS - Fundamentals and Applications,2015-09-14,"Lausanne, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
139400,D8692BDA-FC10-4CA2-A0E1-80768A411DFF,"Inventario de glaciares e investigaciones glaciológicas en las subcuencas de los Ríos de las Vueltas y Túnel, cuenca del Río Santa Cruz",2013-04-02,"El Chaltén, Argentina",Other administration / public sector,Talk,nan
139400,9E09497A-2433-4EC6-8BE4-75CFF364D9AB,Gletscherschwankungen im Plomotal,2013-12-14,"Bern, Switzerland",Other administration / public sector,Talk,nan
156641,D168A9BB-CCBA-47B7-A2F2-070D21CCC24A,Swiss PV days,2016-02-22,"Bern, Switzerland",Industry / private companies,Poster,nan
181035,79E3A603-82F1-40B9-B48D-2DEF664EA75E,"Invited lectures at Florence School of Banking and Finance - ""CLIMATE CHANGE RISKS HIDDEN WITHIN FINANCIAL INSTITUTIONS’ BALANCE SHEETS""",2019-10-28,"Florence, Switzerland",Industry / private companies,Talk,https://fbf.eui.eu/climate-change-risks/
181035,8CC88B03-75F6-4E40-A624-200DD39B5893,COP25 Side Event at EU Pavillion - Climate financial risk,2019-12-09,"Madrid, Spain",Other administration / public sector,Self-organised,nan
181035,D3A193D9-276D-4147-9375-64050D7DE6C8,Invited presentation on Sustainable Finance at Italian Securities and Markets Authority,2019-06-21,"Rome, Italy",Other administration / public sector,Talk,nan
181035,CCA7A921-AAA8-4EFB-B5AD-D50B70A19ECE,UZH Sustainable Finance Conference 2020 Climate Change & Financial Risk,2020-01-16,"Zurich, Switzerland",Industry / private companies,Self-organised,https://www.finexus.uzh.ch/en/events/finexus2020-conference.html
150735,6ECA8B4F-38CC-4177-8F3A-F620541E69FF,Numeri e Equazioni,2015-04-13,"Bellinzona, Switzerland",Other administration / public sector,Talk,nan
150609,DF5662C1-D61F-4572-A7A8-FE5AF3817ED3,"14th Women Scientist Workshop, Grindelwald, 22 January 2018, 9am - 12noon: Careers in Science",2018-01-22,"Grindelwald, Switzerland",Other administration / public sector,Talk,http://www.nccr-must.ch/advancement_of_women/meetings_and_events/past_events.html?4008
150609,2CFC7223-660B-416E-92A5-6E02D62F5EBC,"Ladies lunch meetings, How did I land on nonlinear nanophotonics?",2018-06-28,"zurich, Switzerland",Other administration / public sector,Talk,http://www.nccr-qsit.ethz.ch/equal-opportunity/ladies-lunch-meetings.html
150609,EA8BE4BE-F339-4908-8E18-E8B549F8DAB3,Leadership in Perspective,2018-11-20,"zurich, Switzerland",Other administration / public sector,Workshop,http://phimale.ethz.ch/index.php/2018/10/27/leadership-in-perspective-with-heike-riel/
150609,84FC510B-EB2D-4185-8D5E-737ABA037C01,Erstsemestrigewochenende organized by the VMP (Verein der Mathematik- und Physikstudierenden),2019-09-21,"Luzern, Switzerland",Other administration / public sector,Talk,nan
150609,A1F49728-B865-4E99-B8A6-668A837B204F,Research Group Event for Mathematics and Physics,2016-12-08,"Zurich, Switzerland",Other administration / public sector,Poster,https://vmp.ethz.ch/event/research-group-event-0
157414,62D27689-B0C5-4292-BC63-D802FB39D41F,"Voyage d'étude, coopératives des fruitières à Comté du Doubs et du Jura (France)",2015-11-02,"Orbe, Switzerland",Industry / private companies,Talk,nan
157414,269E3484-044A-4D22-A763-E043C0166636,"Assemblée du Syndicat d'élevage de la Sarine, Fribourg",2017-03-16,"Rossens, FR, Switzerland",Industry / private companies,Talk,nan
157414,BB55390A-C057-4F37-8164-DFD51251BEED,Des systèmes agricoles autonomes et ouverts face aux mutations,2017-12-12,"Lycée agricole du Fresne, Angers, France",Other foundations / NGOs,Talk,http://www.civamad72.org/forum-5eme-edition-des-systemes-agricoles-autonomes-et-ouverts-face-aux-mutations/
157414,D58B7B75-0C91-4118-98F8-6D431B61DCF7,"Politique agricole, labels, et cie: les réponses aux enjeux environnementaux dans l’agriculture et l’alimentation",2018-02-09,"Neuchâtel, Switzerland",Other foundations / NGOs,Self-organised,nan
164220,C47C56AF-F872-4045-A07B-DE1237BE679F,Soirée de l'espoir 2016,2016-10-05,"Lausanne, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
176719,69E99AE0-853D-4C77-8C30-FAC8075CDAAC,“Chinas Infrastrukturprojekte in Zentralasien: Kann Gigantismus der neuen „Seidenstrasse“ nachhaltig sein?”; Public lecture hosted by Geographisch-Ethnologische Gesellschaft Basel,2020-02-20,"Basel, Switzerland",Other administration / public sector,Talk,nan
176719,8F50EBAE-4DD0-483C-A483-B1F0D25AF65B,“‘Seidenstrasse‘ – Chinas Infrastrukturprojekte in Zentralasien”; Public lecture hosted by the Geographische Gesellschaft Bern,2019-11-12,"Bern, Switzerland",Other administration / public sector,Talk,nan
176719,EF5C5CA4-5DB9-4DD2-ABD7-A02ECFFE0055,Lectures “The New Silk Road and the fluid landscapes of Sino-Inner Asian borderlands” and “Khorgos Special Economic Zone: A Sino-Kazakh experiment in neoliberal economy”; Silk Road Summer School for the students of MAS Applied History UZH,2019-06-01,"Almaty, Khorgos, Zharkent, Kazakstan",Industry / private companies,Talk,nan
176719,498E1051-21A0-4900-8A94-5B63B7E25C65,"“Chinas Infrastrukturprojekte in Zentralasien – Kann der Gigantismus der ""Neuen Seidenstrasse“ nachhaltig sein?” Public lecture hosted by Ostschweizerische Geographische Gesellschaft (OGG), St.Gallen",2019-10-28,"St.Gallen, Switzerland",Other administration / public sector,Talk,nan
176719,A190AC6E-425D-4C3E-89BB-9175B51895B8,Meeting with the students of the Naryn State University,2019-09-13,"Naryn State University, Kyrgyzstan",Other administration / public sector,Talk,nan
176719,D6227DAC-2927-4D81-8C99-150424291162,Public lecture “Fragile connectivity: The New Silk Road and the fluid landscapes of Sino-Inner Asian borderlands” hosted by Geographisch-Ethnographische Gesellschaft Zürich,2019-01-23,"Zürich, Switzerland",Other administration / public sector,Talk,nan
132442,8375D01E-44B4-437A-B501-8E285A9027E2,Dialogue entre chercheurs et professionnels : les hypothèses à l’épreuve de l’observation,2011-05-30,"Brest, France, France",Other administration / public sector,Workshop,nan
132442,B5461E6F-727D-43BE-B2C7-04E668E2561B,"Les personnes âgées, un archipel à découvrir",2012-10-29,"Lausanne, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
132442,6544D571-A355-4875-B6B0-056717C97E50,Le cas d’Estelle et de Suzanne placées pour cause de démence (Alzheimer). Enjeux professionnels et analytiques »,2011-03-11,"Lausanne, Suisse, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
130004,C54D1773-3EAB-4A93-8FA8-1F3DF35719A6,"Referentinnen- und Referententagung 2011 des ZbW und der KV Ost, Gastvortrag zum Thema ""Bedingungen für einen positiven Verlauf der beruflichen Grundbildung: Erste Ergebnisse der Längsschnittstudie LiSA.""",2011-11-10,"St. Gallen, Switzerland",Other administration / public sector,Talk,nan
130004,10C5D515-FD93-4736-99C4-E07AE6239933,Bedingungen für einen positiven Verlauf der beruflichen Grundbildung: Erste Ergebnisse der Längsschnittstudie LiSA. Austausch mit den Praxispartnerinnen & Praxispartnern,2011-09-27,"PH St.Gallen, Switzerland",Other administration / public sector,Self-organised,nan
130004,5B61E8BC-BCF1-431C-B90A-717A82B0C95F,Treffen des Konsultativorgans Lern- und Testsysteme in St.Gallen,2011-11-28,"St. Gallen, Switzerland",Other administration / public sector,Talk,nan
130004,92ABBB95-3827-426E-B336-A94222A4A75F,Symposium 'Jugend von heute … unter Druck?' des Ostschweizer Kompetenzzentrums für Berufsbildung OKB,2012-11-30,"St. Gallen, Switzerland",Other administration / public sector,Talk,http://www.berufsbildung-ost.ch/symposium2013/symposium2012/
130004,9729C192-CC23-4AD6-9F22-F997BACCCA47,"Frühjahrstagung ""Qualität betrieblicher Ausbildung - worauf kommt es an?"" der Schweizerischen Gesellschaft für angewandte Berufsbildungsforschung (SGAB)",2013-05-02,"Luzern, Switzerland",Other administration / public sector,Talk,http://www.sgab-srfp.ch/de/tagung_2013
130004,1FE711E1-7225-4C0D-8709-0A8CC06CEC51,Bedingungen für einen positiven Verlauf der beruflichen Grundbildung: Erste Ergebnisse der Längsschnittstudie LiSA. Referat für das Bundesamt für Berufsbildung und Technologie BBT,2011-12-09,"PH St.Gallen, Switzerland",Other administration / public sector,Self-organised,nan
130004,03B6117A-BB76-482E-BE21-E985B0836BF2,Triebwerk-Forum 2012 «Lernende zwischen Berufswunsch und Ausbildungsrealität: Wie können wir die Erwartungen und die Realität näher zusammenbringen?»,2012-11-07,"St. Gallen, Switzerland",Other administration / public sector,Talk,http://www.triebwerk-sg.ch/Portals/0/media/pdf/Medienmitteilung%20Triebwerk%20Forum.pdf
184506,3885C545-016E-4197-9E76-309BEF9DFD71,"The Franco-German Relationship from Outside: Adaptability of a Myth and Patterns of Interpretation – Author’s Workshop 3rd to 4th July, 2019",2019-07-03,"Berlin, Germany",Other foundations / NGOs,Workshop,nan
153210,EF732C48-63E4-46B4-8C15-DC93C6C89982,"Workshop for the European String Teachers' Association (ESTA): ""Physiologically Advantageous Violin Positions. Further Education with New Results from the Hand Laboratory of the ZHdK""",2017-03-05,"Zurich University of the Arts, Switzerland",Other administration / public sector,Workshop,nan
153210,3A2923B6-4E72-4658-A673-0E3E230C6239,Musicophysiological individual counselling offers of Zurich University of the Arts: Ongoing application of scientific findings of research project,2016-03-01,"Zurich University of the Arts, Switzerland",Other administration / public sector,Self-organised,www.zzm.ch
153210,2DB8AE8E-9530-4EE8-9CA0-D3C84E8A9D78,"2 Workshops ""Haltung, Bewegung und Atmung auf der Bühne"" für das Begabtenförderprogramm des Kantons Zug",2016-12-03,"Zug, Switzerland",Other administration / public sector,Workshop,nan
153210,836A32F5-6007-47A4-9A4D-1735FD285365,"Workshop for the orchestra of the Zurich Opera: Self-help in case of pain (""Selbsthilfe bei Schmerzen"")",2017-01-12,"Zürich, Operahouse, Switzerland",Other administration / public sector,Workshop,nan
153210,2447A825-32B7-4282-B86B-157D17D76D43,Individuell optimierte Violin- und Violapositionen - Neue Ergebnisse aus dem Handlabor der ZHdK,2016-09-28,"Musikschule Konservatorium Zürich, Switzerland",Other administration / public sector,Self-organised,nan
153210,88BB646C-02A6-419D-BCFB-1949227B15ED,"Presentation at the Music University of Düsseldorf, Germany: ""Gesundheit im Instrumentalunterricht""",2017-06-09,"Düsseldorf, Germany",Other administration / public sector,Talk,nan
153210,3717F72F-799D-439A-9232-5424140D689F,Individuell optimierte Violinpositionen  - Neue Forschungsergebnisse aus dem Handlabor der Zürcher Hochschule der Künste,2016-03-05,"Zürich, Zurich University of the Arts (ZHdK), Switzerland",Other administration / public sector,Workshop,nan
153210,0BF1099A-F967-4F23-A3C0-807C7F8CF5EF,Ergonomie-Workshop für hohe Streicher: Schulterstützen individuell biegen und an den gewählten Kinnhalter anpassen,2019-08-19,"Zürich, Switzerland",Other administration / public sector,Workshop,nan
153210,C532C188-A3AC-4097-9600-7F1DBDA636E9,Ergonomie-Workshop für hohe Streicher: Schulterstützen individuell biegen und an den gewählten Kinnhalter anpassen,2020-08-18,"Musikschule Konservatorium Zürich, Switzerland",Other administration / public sector,Workshop,nan
153210,77E66F4B-B6F5-452F-A231-B982623E3B56,Musicophysiological individual counselling offers of Music School and Conservatory of Zurich: Ongoing application of scientific findings of research project,2016-03-01,"Zürich, Switzerland",Other administration / public sector,Self-organised,nan
